hotelName,locale,checkinDate,checkoutDate,tripType,tripPurpose,userLocation,rating,numOfDaysStay,reviewDate,reviewText
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-12-07,2023-12-10,family_with_children,leisure,es,4,3,2024-01-26 16:32:13,pros: Espectacular desayuno de primera  y el personal un encanto  vistas preciosas y tranquilidad  volveremos seguro. cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-12-27,2023-12-29,family_with_children,leisure,pt,3.59999990463257,2,2023-12-30 23:44:57,"pros: Tudo foi bom: a vista as comodidades do quarto o exterior o pequeno almoço e todos os funcionários.
Gostámos muito! cons: Jantámos uma das noites no restaurante e pareceu-nos demasiado dispendioso."
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-12-06,2023-12-09,family_with_children,leisure,es,4,3,2023-12-10 09:00:03,pros: Magnifica ubicación en un lugar tranquilo pero cerca de Tavira. Desayuno muy bueno en un salón muy agradable. Personal súper atentos y muy amables. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-10-28,2023-10-29,family_with_children,leisure,pt,4,1,2023-11-02 13:55:05,pros: Adorámos tudo fomos no Outono após tempestade e fomos muito bem acolhidos. cons: Sem dúvida o pequeno-almoço deixou muito a desejar teremos de voltar para experimentar mais refeições.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-10-10,2023-10-11,couple,leisure,pt,4,1,2023-10-12 00:22:50,pros: Serviço excelente funcionários excelentes. O facto de haver o cuidado de nos proporcionar um pequeno almoço apesar de termos saído às sete horas da manhã. O senhor segurança foi um querido. Muito obrigada. cons: Nada gostei de tudo.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-08-06,2023-08-10,couple,leisure,pt,3.59999990463257,4,2023-10-04 13:39:27,"pros: Uma escolha perfeita para férias sossegadas em família longe dos resorts turísticos do Algarve. Aqui uma pessoa sente que é recebida porque nos querem dar as melhores férias possíveis.
O staff é sem dúvida o melhor do hotel mesmo os funcionários mais jovens que estão sempre atentos aos clientes.
O pequeno almoço é maravilhoso com produtos confeccionados pelo hotel sente-se a qualidade em tudo o que nos é apresentado.
A zona da piscina é excelente com imensos espaços para as famílias relaxarem. cons: O único ponto que tenho a apontar é de facto o horário de limpeza dos quartos em que muitas vezes iam limpar à 15/16h que é precisamente hora de fugir do calor e quase sempre nos apanharam a tirar a sesta."
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-09-22,2023-09-24,couple,leisure,pt,4,2,2023-09-25 10:15:15,"pros: Gostámos de tudo! O hotel está localizado numa zona lindíssima. O próprio espaço do hotel é grande e tem partes muito bonitas e diversas e que valem a pena ser exploradas. Tem zonas com uma vista maravilhosa incluindo da varanda do nosso quarto. Adorámos a piscina e a zona envolvente e um pormenor que para mim é muito bonito: o cheiro suave mas maravilhoso das plantas que se sente quase em todo o lado no hotel. 
O restaurante tem também comida óptima e foram super simpáticos e disponíveis para tentar adaptar a refeição às minhas intolerâncias alimentares. Os funcionários são também muitíssimo simpáticos tornando o ambiente muito acolhedor.
Foi uma óptima estadia adorámos a experiência e ficámos com muita vontade de voltar. Muito obrigada! cons: "
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-08-19,2023-08-24,family_with_children,leisure,pt,3.59999990463257,5,2023-09-03 15:46:19,pros: Nós realmente gostamos deste bom hotel com duas piscinas bonito jardim animais que as crianças poderiam alimentar aula de yoga bom restaurante com comida deliciosa e funcionários muito atenciosos cons: Teria sido bom se o restaurante tivesse aberto um pouco mais cedo ao meio-dia e à noite
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-08-26,2023-08-31,family_with_children,leisure,pt,3.20000004768372,5,2023-09-01 18:48:10,"pros: Bom pequeno-almoço. Local tranquilo e bem localizado. cons: Serviço de restauração mediano. Relação qualidade-preço desajustada (muito caro). Pouca variedade e atendimento pouco profissional.
O serviço de limpeza também poderia ser melhor."
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-08-22,2023-08-29,family_with_children,leisure,pt,4,7,2023-08-30 21:22:25,pros: Da envolvencia e do ambiente campestre. Da simpatia e competência dos funcionários. Da capacidade de resolver as questões apresentadas. Das boas ofertas gastronómicas variadas e com opções vegetarianas pela mão da Chefe Sara que nos deixam sempre satisfeitos. cons: Falta um espaço tipo sala de estar comum  com ar condicionado. O Spa tb podia melhorar em condições físicas.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-08-19,2023-08-26,couple,leisure,pt,4,7,2023-08-30 15:07:03,"pros: Pessoal muito simpático e profissional. Restaurante de excelência do melhor que experimentámo-nos em turismo rural.
Para voltar sem dúvida. cons: "
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-08-19,2023-08-20,family_with_children,leisure,es,3.20000004768372,1,2023-08-25 09:20:11,pros: Las instalaciones la piscina los animales la habitación... cons: Todo bien.
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-08-15,2023-08-16,couple,leisure,es,3.59999990463257,1,2023-08-20 20:10:56,pros: Desayuno tranquilidad. el lugar y los profesionales que trabajaban aiili muy atentos y educados. cons: Por desgracia la ducha no era de gran calidad. Lo demás perfecto.
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-08-10,2023-08-11,family_with_children,leisure,es,4,1,2023-08-14 15:43:15,pros: La habitación camas y almohadas muy comodoas baños amplios y reformados. Muy limpio todo y servicio excelente. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-07-28,2023-08-01,family_with_children,leisure,pt,4,4,2023-08-08 15:38:20,"pros: Vista deslumbrante e momentos de relaxamento total na rede exterior excelente pequeno almoço com produtos de muita qualidade bastante variedade.
Propriedade muito bem cuidada quartos muito confortáveis cons: Sem nada a apontar"
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-05-26,2023-05-28,family_with_children,leisure,pt,3.59999990463257,2,2023-06-29 20:23:34,pros: Os quartos eram super espaçosos e o espaço bastante agradável e cuidado cons: Gostei de tudo
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-06-08,2023-06-11,family_with_children,leisure,pt,4,3,2023-06-11 17:03:59,pros: Da simpatia do espaço e da comida cons: Do tempo a meteorologia não ajudou
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-05-11,2023-05-14,couple,leisure,es,4,3,2023-05-22 20:04:49,pros: La habitación era muy amplia y con unas vistas espectaculares. Las instalaciones están genial piscina y zona de hamacas excelente. Desayuno buenísimo. El personal es muy atento. Las tres noches hemos cenado en el restaurante del hotel nos ha encantado la propuesta culinaria muy buen producto bien cocinado y muy bien ejecutado. La atención de los camareros es de 10 muy amables cercanos y dispuestos a ayudarte. Gracias cons: No hay nada que no me haya gustado.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-04-24,2023-04-25,couple,leisure,pt,3.59999990463257,1,2023-04-29 20:27:33,pros: Funcionários extremamente simpáticos e prestáveis. Pequeno almoço muito bom. Jantamos no restaurante do hotel e foi um jantar delicioso quarto confortável com bom isolamento e uma vista excelente cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-04-22,2023-04-23,family_with_children,leisure,pt,3.59999990463257,1,2023-04-24 16:38:50,"pros: O local é maravilhosamente rodeado pela natureza. Abunda silêncio e luminosidade. 
A piscina é super agradável. 
O staff é bem disposto e atencioso. 
As instalações são muito agradáveis. cons: "
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-04-06,2023-04-09,family_with_children,leisure,pt,4,3,2023-04-09 23:57:28,pros: staff muito simpático. o hotel é muito tranquilo o pequeno almoço é bom  os quartos têm uma vista muito bonita e são muito espaçosos. fica um pouco distante de Tavira mas de carro é rápido. têm uma política ecológica. gostamos muito. vamos voltar cons: nada. estava tudo bom. a piscina devia ter um horário de abertura mais cedo. 10h é tarde
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-03-25,2023-03-26,couple,leisure,pt,3.20000004768372,1,2023-03-30 17:45:49,pros: Animais/localização cons: Pequeno-almoço pode ser melhorado
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-03-24,2023-03-25,couple,leisure,es,3.59999990463257,1,2023-03-29 13:23:28,pros: Todo la ubicación desayuno calidad y precio cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-03-22,2023-03-24,couple,leisure,es,3.59999990463257,2,2023-03-25 12:42:32,"pros: Los alrededores muy bonitos con arbolesplantas y flores....
El personal atento y agradables.
El paisaje desde la terraza cons: Nada"
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2023-03-20,2023-03-22,couple,leisure,pt,4,2,2023-03-23 21:16:49,pros: De tudo. Foi espectacular. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-03-06,2023-03-07,couple,leisure,es,3.59999990463257,1,2023-03-08 09:40:47,pros: Desayuno y las vistas cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-02-27,2023-02-28,family_with_children,other,es,3.59999990463257,1,2023-02-28 22:53:31,pros: La ubicación y tranquilidad. Además las zonas comunes bonitas para disfrutar columpios zonas de descanso…Estupenda la zona d la piscina.  La habitación amplia. Recomendable para ir con niños ya que pueden disfrutar viendo a los animales también. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-10-21,2022-10-22,couple,leisure,es,3.20000004768372,1,2022-11-18 11:21:36,"pros: La tranquilidad de la finca en la que se ubica el hotel. Las zonas comunes.
El desayuno muy bien equilibrado y de calidad. Se sirve zumo natural de naranjas en el desayuno. cons: La iluminación de los caninos desde las habitaciones hasta el edificio de recepción/restaurante"
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-10-29,2022-10-30,family_with_children,leisure,es,3.59999990463257,1,2022-10-31 07:09:28,pros: muy bonito el estilo familiar y rural cons: muchos mosquitos tendrían que poner o hacer algo al respecto.
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-10-27,2022-10-28,couple,leisure,es,4,1,2022-10-28 20:31:59,pros: Era un lugar muy lindo cómodo con excelentes vistas.  Me encantó el trato del personal muy amigable. En el lugar podías ver los jardines los animalitos usar el spa la piscina...me quedo corto ante tanto que hacer cons: Todo perfecto
Hotel Rural Quinta do Marco - Nature & Dining,pt-br,2022-09-27,2022-09-29,couple,leisure,br,4,2,2022-10-26 17:19:05,pros: Das instalações e tranquilidade. cons: Da localização distante da cidade
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-10-08,2022-10-09,couple,leisure,pt,4,1,2022-10-13 13:10:00,"pros: pequeno almoço 
limpeza
piscina exterior cons: "
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-10-08,2022-10-09,couple,leisure,pt,4,1,2022-10-09 22:45:28,pros: Gostei do espaço na generalidade da decoração do detalhe a pensar no hóspede. A voltar seguramente! cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-09-17,2022-09-18,family_with_children,leisure,pt,3.59999990463257,1,2022-09-19 13:23:27,pros: natureza cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-09-16,2022-09-18,family_with_children,leisure,pt,4,2,2022-09-19 10:57:23,pros: Foi uma estadia fantástica. Local muito calmo. Funcionários super profissionais e simpáticos. Local muito acolhedor e bastante cuidado. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-09-07,2022-09-10,family_with_children,leisure,pt,4,3,2022-09-14 14:11:21,pros: localização tamanho quartos comida simpatia cons: não houve nada a desagradar
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-14,2022-08-17,family_with_children,leisure,es,3.20000004768372,3,2022-09-14 06:39:10,pros: El lugar y la comodidad cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-09-04,2022-09-06,family_with_children,leisure,pt,3.20000004768372,2,2022-09-10 21:55:02,pros: Da simpatia dos funcionários do sossego longe das confusões. Para repetir. cons: Não foi bem não gostar o meu filho é que como é um pouco selectivo com a alimentação ão jantar ficou um pouco mal.
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-09-01,2022-09-05,family_with_children,leisure,es,3.59999990463257,4,2022-09-07 19:42:05,pros: Atención personal restaurante de lujo cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-09-02,2022-09-05,couple,leisure,pt,4,3,2022-09-06 00:17:53,pros: optimo pequeno almoço com bastante variedade funcionários muitos prestáveis bons acessos quartos bem insonorizados e muito bom para quem procura paz e sossego com uma boa vista de serra e mar. cons: de me ter vindo embora.
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-31,2022-09-03,family_with_children,leisure,es,4,3,2022-09-05 11:39:02,pros: Lugar absolutamente recomendable para pasar unos días en familia. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-06-21,2022-06-25,family_with_children,other,es,3.59999990463257,4,2022-09-01 12:51:48,pros: Amplitud de la habitación limpieza comodidad de las camas desayuno buenísimo entorno precioso personal muy amable cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-15,2022-08-21,family_with_children,leisure,es,3.20000004768372,6,2022-09-01 10:54:33,"pros: El desayuno muy bueno y la habitacion muy cómoda y grande.

Valoro muy positivamente la preocupación por el consumo de agua y limitación del cambio de toallas todos los días. cons: Para el restaurante y considerando que está apartado me hubiese gustado un servicio de cafetería más allá del restaurante que permitiese tomar algo sencillo. 

Si llegas un poco tarde no puedes tomar ni un café.  

En cuanto a la limpieza de las habitaciones normalita para un sitio que tampoco es barato."
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-13,2022-08-17,family_with_children,leisure,es,3.59999990463257,4,2022-08-21 20:46:19,pros: la habitación muy grande. cons: el desayuno un poco pobre
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-16,2022-08-20,family_with_children,leisure,es,3.59999990463257,4,2022-08-21 12:48:19,pros: La habitación los jardines la piscina el desayuno el personal. cons: Las cenas eran de restaurante y el bar de snacks cerraba pronto
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-08-15,2022-08-19,couple,leisure,pt,3.59999990463257,4,2022-08-21 11:06:41,pros: Instalações limpeza de todo o espaço e simpatia do staff cons: Achei as refeições demasiado caras para o local que é. Demasiado longe do centro da vila de moncarapacho nem Tavira ou Olhão á volta não há nada nem restaurantes nem supermercados. Se queremos algo temos que percorrer uns bons kms para encontrar o que é péssimo quando se tem um bebê.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-08-14,2022-08-20,family_with_children,leisure,pt,3.59999990463257,6,2022-08-21 00:30:54,pros: Bom cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-07-25,2022-07-29,couple,leisure,pt,3.59999990463257,4,2022-08-14 14:04:14,pros: O staff a comida e o espaço são fantásticos cons: Os lençóis e a colcha de uma das camas tinham uma mancha e uma das almofadas tinha alguns cabelos :/ as funcionárias da limpeza deveriam ter mais algum cuidado na limpeza dos quartos :/
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-07,2022-08-13,family_with_children,leisure,es,4,6,2022-08-13 23:08:10,"pros: La amabilidad del personal. 
La piscina estaba de maravilla y bien cuidada.
Las vistas desde la habitación con la piscina la montaña y el mar a lo lejos eran impresionantes.
Tienen un muy buen menú con una relación calidad/precio muy buena. cons: "
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-08-01,2022-08-07,family_with_children,leisure,pt,4,6,2022-08-11 16:02:39,"pros: Excelentes instalações staff muito simpática e sempre disponível para ajudar.
Pequeno almoço muito completo.
Boas infra-estruturas nomeadamente as piscinas e os miradouros cons: "
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-08-01,2022-08-02,family_with_children,leisure,es,3.20000004768372,1,2022-08-03 08:14:53,pros: La piscina y las habitaciones son estupendas.. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-07-25,2022-07-31,family_with_children,leisure,es,3.20000004768372,6,2022-08-01 00:29:56,pros: las vistas y la zona el personal súper amable comida riquísima piscina y su jacuzzi… cons: colchones el agua del wc no tragaba bien entraban bastantes hormigas por todo lo demás bien!
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-07-24,2022-07-28,family_with_children,leisure,pt,3.59999990463257,4,2022-07-28 21:19:35,"pros: Harmonia entre o espaço as comodidades e funcionários.
Excelente pequeno almoço cons: Aceita animais e cães a ladrar dentro dos apartamentos"
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-24,2022-06-27,family_with_children,leisure,pt,4,3,2022-07-28 18:21:02,"pros: Excelente estadia. Vista magnífica sossego absoluto. Tudo muito bem cuidado.
Staff da restauração atenciosos e profissionais. Refeições excelentes desde o peq almoço ao jantar. Recomendo vivamente! cons: Julgávamos ser um excelente local para visitaremos anualmente contudo 3 dias após a nossa estadia os nossos familiares de ""4 patas"" foram proibidos. Apesar de o nosso ""menino"" se ter portado super bem ao ponto de ser aceite na sala de jantar. 
Assim sendo não podermos voltar. Ambas as partes perderam!"
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-07-19,2022-07-23,family_with_children,leisure,pt,3.59999990463257,4,2022-07-24 11:51:30,pros: Excelente para família. Pequeno almoço ótimo. Área de lazer da piscina também.  Atendimento ótimo.  Quarto ótimo. cons: O
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-07-09,2022-07-12,family_with_children,leisure,es,3.20000004768372,3,2022-07-16 15:20:57,pros: las instalaciones muy bonitas agradable y entorno tranquilo. cons: Había mosquitos en la habitación compramos insecticida y lo solucionamos. ..
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-07-08,2022-07-10,couple,leisure,pt,3.20000004768372,2,2022-07-11 17:59:13,pros: Bom pequeno almoço. Funcionários muito simpáticos cons: Do atraso do Check in. Só nos entregaram o quarto 2 horas depois (17h)
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-07-05,2022-07-10,family_with_children,leisure,es,3.59999990463257,5,2022-07-11 09:59:20,pros: La piscina y la tranquilidad cons: No tiene variedad de bebidas en el bar.ni nada para comprar(patataschocolateetc).
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-06-29,2022-07-06,couple,leisure,es,3.59999990463257,7,2022-07-10 12:26:16,"pros: Finca espectaular con buenas instalaciones
Mucha tranquilidad y cerca de Tavira cons: Creo q algo a mejorar es el desayuno con muy poco mejoraria bastante(algun embutido mas y variar y tambien unas mermeladas individuales) 
A destacar los zumos de naranja por la mañana frescos y recien hechos"
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-11,2022-06-12,family_with_children,leisure,pt,3.59999990463257,1,2022-07-09 13:55:49,"pros: quarto muito espaçoso .

bons exteriores cons: "
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-07-05,2022-07-08,family_with_children,business,es,3.59999990463257,3,2022-07-09 00:59:48,pros: Muy recomendable cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-07-04,2022-07-06,family_with_children,leisure,es,4,2,2022-07-06 22:33:20,pros: Tranquilidad cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-23,2022-06-24,family_with_children,leisure,pt,3.20000004768372,1,2022-06-28 11:54:07,pros: Sítio muito tranquilo. cons: Um dos colchões não tinha muito suporte.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-19,2022-06-20,family_with_children,leisure,pt,3.20000004768372,1,2022-06-20 23:14:54,pros: Espaço agradável e acolhedor. Funcionários  simpáticos. Pequeno Almoço simples mas muito bom. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-15,2022-06-19,family_with_children,leisure,pt,3.59999990463257,4,2022-06-20 11:31:56,pros: O pequeno almoço é ótimo e variado. A piscina é  muito boa. Todo o espaço envolvente é bonito e muito bem cuidado as plantas e vegetação envolvente criam um ambiente único e com um perfume maravilhoso. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-10,2022-06-13,family_with_children,leisure,pt,3.59999990463257,3,2022-06-15 13:30:05,pros: Ambiente calmo e tranquilo com restaurante para não ter de sair do alojamento. Indicado para famílias com crianças. Comida muito bem confecionada. cons: Horários do pequeno almoço por turnos. especialmente para uma família com crianças pequenas e com a intenção de descansar a obrigatoriedade dos turnos podia ser eliminada. o bar da piscina não estava a funcionar o que implicava ter que deslocar ao bar do estabelecimento no edifício principal.
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-06-07,2022-06-10,couple,leisure,pt,3.59999990463257,3,2022-06-11 10:11:16,"pros: Funcionários extremamente simpáticos e prestáveis.
Pequeno almoço com pouca variedade mas muita qualidade.
Localização a 15 minutos de Tavira e com vista sobre o campo muito boa.
Hotel Rural Pet friendly. cons: Colchão um pouco rijo."
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-03-28,2022-03-31,couple,leisure,es,4,3,2022-05-30 20:13:00,pros: Todo cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-14,2022-04-17,family_with_children,leisure,es,4,3,2022-05-15 11:17:34,pros: Tiene una ubicación  magnífica cerca de Tavira y otras playas. Las instalaciones están muy bien y las vistas que se tiene de la costa también están muy bien. El restaurante merece la pena reservar no es económico pero tiene una buena relación calidad y precio. El personal muy amable y profesional. cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-14,2022-04-15,couple,leisure,es,4,1,2022-05-12 13:52:11,pros: La ubicación y la tranquilidad. Las vistas son preciosas. cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-05-06,2022-05-07,family_with_children,leisure,pt,4,1,2022-05-08 10:54:12,"pros: Excelente ambiente. Tudo bom. Bem tratado.
Bom peq. Almoço.
Local muito tranquilo cons: Gostamos de tudo.
Nada a apontar"
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-08,2022-04-11,family_with_children,leisure,es,3.59999990463257,3,2022-05-04 10:03:07,pros: Desayuno bueno y abundante …en general todo muy bien …cumplió nuestras expectativas… cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-30,2022-05-01,family_with_children,leisure,es,3.59999990463257,1,2022-05-02 10:59:23,pros: La ubicación es en una zona rural y muy tranquilael personal muy amable y tienen varios animales por allí cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-30,2022-05-01,family_with_children,leisure,es,3.59999990463257,1,2022-05-02 00:06:26,pros: Excelente ubicación muy tranquilo  personal muy amable está en medio de una zona rural tiene varios animalesme ha encantado cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-04-17,2022-04-18,family_with_children,leisure,pt,4,1,2022-04-19 08:26:09,pros: lugar de paz e relaxamento com uma envolvente natural muito bonita ; pequeno-almoço muito bom; funcionários muito simpáticos cons: nada a apontar
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-14,2022-04-17,review_category_group_of_friends,leisure,es,3.20000004768372,3,2022-04-18 16:24:44,"pros: La tranquilidad del hotel y su paisaje 
Desayuno muy bueno y abundante si vas en primeros turnos.
Que admitan mascotas y pueda acompañarte en terraza para comer o estar en piscina. cons: Inflexibilidad en horario desayuno. Hay que elegir turno para desayunar y tener la suerte de que haya sitio. Si improvisas ir a otra hora no te permiten cambiar horario. Siempre hay que avisar un día antes del cambio de horario al menos en el desayuno."
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-14,2022-04-17,family_with_children,leisure,es,4,3,2022-04-18 10:33:47,pros: todo excelente cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-04-15,2022-04-17,couple,leisure,pt,3.59999990463257,2,2022-04-17 23:14:35,pros: boa piscina os animais são amistosos os funcionários foram super simpáticos cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-04-11,2022-04-15,solo_traveller,leisure,es,3.59999990463257,4,2022-04-16 10:43:51,pros: EL entorno de la finca es fantástico rodeado de frutales y vegetación. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-04-08,2022-04-10,couple,leisure,pt,3.59999990463257,2,2022-04-11 11:23:47,pros: Tudo especial o staff do restaurantea comida excelente tudo muito bom. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-03-20,2022-03-22,couple,leisure,pt,3.20000004768372,2,2022-03-22 22:26:03,pros: Bom pequeno-almoço extrema simpatia do staff e as condições do quarto são excelentes. O jantar foi excelente (opção vegan) cons: Nada a apontar
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-03-11,2022-03-12,review_category_group_of_friends,leisure,pt,3.59999990463257,1,2022-03-12 22:15:12,"pros: Um pequeno almoço  top e empregados top.
Adoramos. Tudo 5✨️✨️✨️✨️✨️. cons: "
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-02-25,2022-02-27,review_category_group_of_friends,leisure,es,4,2,2022-03-03 12:28:34,pros: Desayuno fantástico personal amabilísimo y ubicación perfecta. cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-02-26,2022-03-02,couple,leisure,es,4,4,2022-03-03 08:12:23,pros: El entorno y la tranquilidad así como el excelente trato por parte de cada unos de los trabajadores del hotel.Espero volver en verano cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-02-25,2022-02-28,family_with_children,leisure,es,3.59999990463257,3,2022-03-01 16:12:38,pros: El trato del personal hace la gran diferencia de unas buenas instalaciones a una gran experiencia. Muy amables y de atención excepcional cons: 
Hotel Rural Quinta do Marco - Nature & Dining,es,2022-02-24,2022-02-25,family_with_children,leisure,es,4,1,2022-02-26 09:30:58,pros: Los apartamentos y el desayuno están genial cons: Nada
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2022-02-19,2022-02-20,family_with_children,leisure,pt,3.20000004768372,1,2022-02-21 11:06:24,pros: Tudo em particular a simpatia do staff. O espaço exterior é maravilhoso. O facto de aceitarem os nossos animais de estimação. cons: Pequenas reparações são necessárias (ex. verificar luzes).
Hotel Rural Quinta do Marco - Nature & Dining,pt-pt,2024-09-27,2024-09-29,review_category_group_of_friends,leisure,pt,2.79999995231628,2,2024-09-30 19:07:51,pros: Quarto espaçoso com óptimas condições. cons: Funcionário do bar muito confuso. Esqueceu-se dos pedidos não aponta logo baralha-se e depois diz que que lhe dissemos uma coisa contrária. Funcionária da receção de sotaque brasileiro muito indelicada. Péssimo atendimento.
Hotel Rural Quinta do Marco - Nature & Dining,es,2024-06-13,2024-06-16,couple,leisure,es,2,3,2024-06-20 17:20:18,pros: El entorno cons: La habitacion
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-12-07,2023-12-08,family_with_children,leisure,es,2.79999995231628,1,2023-12-08 22:30:50,pros: Las vistas la tranquilidad y la limpieza en general cons: Dicen tener spa pero lo que tienen es un baño turco y una sauna. Además el baño turco no funcionaba
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-10-12,2023-10-15,family_with_children,leisure,br,1.60000002384186,3,2023-10-19 14:59:50,"pros: La cena era buena aunque no hubiera muchas opciones comida muy bien hecha. cons: Excepto la piscina (que en este periodo de ocutubre ya está fria y casi no se puede usar) y la visita de los animales (40 minutos de diversion) no hay nada mas para los ninos haceren ni espacio para jugaren. 
Tambien no hay sitio confortable y agradable para los adultos sentarem y hablaren.
Ademas despues de passar todo el dia fuera cuando volvi para la habitacion esta no estaba limpia (17:00) y cuando fui reclamar la respuesta fue que ellos tienen hasta las 18:30 para hacerlo. Al final la limpieza fue hecha cuando mis hijos estaban en la ducha.
Por fin la persona de la recepcion no ha podido darnos ninguna informacion sobre que hacer en los alrededores.
Para mi es un ""bed and breakfast"" con una buena cena."
Hotel Rural Quinta do Marco - Nature & Dining,es,2023-08-07,2023-08-12,family_with_children,leisure,es,2.79999995231628,5,2023-09-11 17:55:18,pros: Habitaciones cons: No hay actividades
