hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
Portugal Boutique Hotel,en-gb,2023-03-22,2023-03-24,couple,leisure,au,4,2,2023-04-07 23:13:00,pros: What a lovely hotel and friendly staff! We had a terrific stay. cons: 
Portugal Boutique Hotel,en-gb,2023-03-31,2023-04-04,couple,leisure,ca,3.59999990463257,4,2023-04-05 00:32:06,"pros: Very centrally located. Easy to get around the city. Staff were very helpful with maps and directions.
The breakfast was wonderful. Staff very kindly made me mimosas with the sparkling wine on offer. cons: "
Portugal Boutique Hotel,en-gb,2023-03-30,2023-04-03,couple,leisure,au,3.59999990463257,4,2023-04-04 08:45:07,pros: Awesome location! Great sized rooms clean and very comfortable bed and helpful and attentive staff. And the breakfast was perfect! cons: Nothing really we loved it.
Portugal Boutique Hotel,en-us,2023-03-30,2023-04-02,couple,leisure,us,4,3,2023-04-03 09:43:10,pros: Exceptional staff! So welcoming and accommodating. Made us feel special from the moment we checked in. Nicely appointed rooms. Comfortable and spotless. Wonderful breakfast served by talented and cheerful waitstaff. Definitely 1 of our top 3 accommodations during our 5-week stay in Portugal 🇵🇹! #1 in Lisbon (of 5 we stayed in) We will recommend for friends looking for a memorable stay in Lisbon.  Many thanks to all who made our 3-night stay so special! cons: Can’t think of anything… bathroom could use a soap dish.
Portugal Boutique Hotel,en-us,2023-03-28,2023-04-02,couple,leisure,us,4,5,2023-04-02 23:54:44,pros: Awesome stay! With an awesome staff!!! cons: 
Portugal Boutique Hotel,en-gb,2023-03-29,2023-04-01,couple,leisure,gb,3.59999990463257,3,2023-04-02 11:15:32,"pros: Really central location and the staff were exceptional. Lovely modern clean rooms. 
the staff went above and beyond to make us feel welcome cons: "
Portugal Boutique Hotel,en-us,2023-03-27,2023-04-01,couple,leisure,us,4,5,2023-04-01 22:12:53,pros: centrally located a few steps from the metro station GREAT breakfast staff could not have been more helpful and accommodating cons: n/a
Portugal Boutique Hotel,en-gb,2023-03-26,2023-03-27,couple,leisure,ca,4,1,2023-04-01 15:39:40,pros: Breakfast exceptional. cons: 
Portugal Boutique Hotel,en-gb,2023-03-28,2023-03-31,review_category_group_of_friends,leisure,ie,4,3,2023-03-31 22:02:56,pros: Location very good. Staff exceptional. Breakfast of a high quality cons: Nothing
Portugal Boutique Hotel,en-gb,2023-03-28,2023-03-29,family_with_children,leisure,de,4,1,2023-03-29 23:50:55,pros: Everything about this place was absolutely fantastic! The staff location comfort facilities and cleanliness. Highly recommend cons: Breakfast needs improvement I would say. Could be better to level up with the rest
Portugal Boutique Hotel,en-gb,2023-03-23,2023-03-26,couple,leisure,gb,4,3,2023-03-29 16:14:12,pros: staff were brilliant made us feel very special cons: all great
Portugal Boutique Hotel,en-gb,2023-03-25,2023-03-26,family_with_children,leisure,gb,4,1,2023-03-29 11:58:39,pros: We had a warm welcome our room was lovely and comfortable. Great location with everything we wanted to do a short walk away. The complimentary truffles and port were a lovely surprise and breakfast the next day was delicious. Thank you! cons: 
Portugal Boutique Hotel,en-us,2023-03-26,2023-03-28,couple,leisure,us,3.20000004768372,2,2023-03-29 00:08:43,pros: Location and rooms. The staff is friendly and helpful cons: The breakfast in too formal I would rather have buffet.
Portugal Boutique Hotel,en-gb,2023-03-23,2023-03-27,couple,leisure,gb,3.59999990463257,4,2023-03-28 08:29:57,pros: Couldn't fault anything about this place. Staff location comfort and breakfast are all spot on. cons: 
Portugal Boutique Hotel,en-us,2023-03-15,2023-03-22,couple,leisure,us,4,7,2023-03-27 05:14:40,"pros: First the staff is exceptional.  From the time we checked in until the time we left we were treated like royalty.  I have never had a hotel experience like this one and it will be hard to find another.  I was celebrating my 65th birthday and was treated with a bottle of champagne chocolates coconut cookie bites and a bottle of port wine.  Over the top.  The front desk staff made it a point to get to know their guests.  They were always friendly and ensured all our needs were met.  The same can be said of the breakfast staff.  Each morning we were greeted cheerfully by the hostess and again she made sure we were getting everything we needed or would go the extra mile to meet those needs. She even remembered our breakfast choices from previous days. We looked forward to the delicious breakfast and service in the dining room each morning. Great way to start our daily activities.  Upon leaving the front desk booked our transfer and ensured our safe departure.

The hotel is modern and clean.  The fragrance they use in the common areas is calming and spa-like.  The attention to details adds so much quality to this boutique hotel.  

The location of the hotel is perfect.  Out the door and around the corner to catch Tram 38 or within walking distance of so much of central Lisbon. Restaurants shopping museums everything is close by.

The experience at this hotel has set the bar for my future travels.  Again we are most appreciative of the staff and the care we received. cons: The only thing we had issue with at the hotel was the tub/shower combo.  It was quite high and a challenge for us to get in and out of safely.  There is a grab bar and we just had to be cautious not to slip or fall on our way in/out.  Also there is a door stop in front of the toilet that kept the door from hitting the toilet.  We tripped on this stop several times when the door was closed.  It is in an awkward place - but can't see how it could be remedied."
Portugal Boutique Hotel,en-us,2023-03-24,2023-03-25,couple,leisure,il,4,1,2023-03-25 13:04:33,pros: large room great breakfast a shower and a tub very nice place we will be back cons: having to leave
Portugal Boutique Hotel,en-gb,2023-03-20,2023-03-24,family_with_children,leisure,gb,3.59999990463257,4,2023-03-24 22:15:18,pros: very modern and clean. comfortable and spacious rooms. Great location and still quite. staff really helpful throughout stay. Included breakfast was lovely cons: nothing
Portugal Boutique Hotel,en-gb,2023-03-22,2023-03-24,couple,leisure,gb,3.20000004768372,2,2023-03-24 22:03:20,"pros: location was perfect! staff so friendly and helpful. beautiful breakfast too! cons: VERY noisy at the rear of the hotel where we looked into. they are doing works at the opposite hotel and it was so noisy. we had to open the window as the room was 28 degrees and the air con only blew hot. 
also we were out from 9am until 2:30pm and the room didn’t get cleaned which was unfortunate."
Portugal Boutique Hotel,en-gb,2022-12-29,2022-12-30,couple,leisure,gb,4,1,2023-03-24 12:00:12,pros: beautiful boutique hotel in a great location cons: 
Portugal Boutique Hotel,en-us,2023-03-15,2023-03-18,review_category_group_of_friends,leisure,us,4,3,2023-03-24 01:50:51,pros: The staff was very friendly and helpful. cons: 
Portugal Boutique Hotel,en-us,2023-03-18,2023-03-22,couple,leisure,gb,4,4,2023-03-22 22:03:02,pros: Staff were continuously incredible throughout our stay. Room was very luxurious and the location was amazing. Could not recommend this place enough! cons: Nothing the experience was perfect
Portugal Boutique Hotel,en-gb,2023-03-17,2023-03-19,family_with_children,leisure,gb,3.20000004768372,2,2023-03-20 13:57:05,pros: Good sized and very clean room. Location is excellent. All staff were very friendly and the reception staff in particular were really kind and happy to answer any questions organise transfers to airport provide local information and directions etc. Always with a smile. cons: The USB socket was broke in the room
Portugal Boutique Hotel,en-us,2023-03-16,2023-03-19,couple,leisure,us,4,3,2023-03-20 00:28:50,pros: We spent three nights at Portugal Boutique Hotel & everything was wonderful! The ladies and gentlemen working in reception & at the door were very kind & helpful throughout our stay. We felt quite pampered by everyone working there. I also can not say enough about the staff at Tony Rules especially the lovely lady who sat us for breakfast each morning. She always greeted us with a smile & kind words & is most definitely an asset to your beautiful hotel. cons: Nothing negative to say about this hotel. Location parking reception room & breakfast were all wonderful!
Portugal Boutique Hotel,en-gb,2023-03-15,2023-03-18,couple,leisure,ie,3.59999990463257,3,2023-03-18 22:37:18,pros: nice clean comfortable room.  staff were very welcoming and helpful. cons: would have liked air on to cool the room.  minor issue.
Portugal Boutique Hotel,en-gb,2023-02-18,2023-02-19,couple,leisure,ro,4,1,2023-03-18 13:16:37,"pros: This has been an absolutely fantastic room! Very modern and realy nicely equipped we had some kind of wine/liquor on the house and pastais de nata waiting for us in the room. Spacious and very comfortable with a modern TV! And the bathroom oh the bathroom has been the most spacious and nice from all the places we have been! This was a superior type of room though I think. Overall you absolutely cannot go wrong with this hotel. cons: We stayed just one night ;( 
But we will be back!"
Portugal Boutique Hotel,en-gb,2023-03-13,2023-03-17,couple,leisure,hr,4,4,2023-03-18 08:04:08,pros: One of the best hotels we have ever visited. From the staff which went above and beyond location breakfast comfy bed room size... Everything was spot on. cons: The fact that we had to leave.
Portugal Boutique Hotel,en-gb,2023-03-15,2023-03-17,couple,leisure,gb,3.20000004768372,2,2023-03-17 23:35:38,pros: Excellent location. Staff are good and the breakfast is nice as well. Rituals amenities in the room. And a bottle of port in the room followed by a bottle of Ginjinha on the second night in the room was a nice touch. cons: The metro line seemed to go under the hotel & the vibrations every time the train passed were perceptible when we were awake. However it didn't disturb us when we were asleep
Portugal Boutique Hotel,en-gb,2023-03-08,2023-03-12,review_category_group_of_friends,leisure,gb,4,4,2023-03-13 17:43:53,pros: every member of staff was welcoming and friendly helpful and informative cons: 
Portugal Boutique Hotel,en-gb,2023-03-09,2023-03-12,review_category_group_of_friends,leisure,gb,3.59999990463257,3,2023-03-13 14:48:17,pros: location our room decor and exceptional staff cons: nothing
Portugal Boutique Hotel,en-gb,2023-02-01,2023-02-05,couple,leisure,gb,4,4,2023-03-10 18:32:14,pros: The hotel has a great location the room was huge and the breakfast was delicious. cons: 
Portugal Boutique Hotel,en-gb,2023-03-06,2023-03-09,couple,leisure,ie,4,3,2023-03-10 11:44:26,pros: the room was amazing and the staff were very friendly cons: 
Portugal Boutique Hotel,en-gb,2023-03-03,2023-03-06,couple,leisure,gb,3.59999990463257,3,2023-03-08 22:12:04,pros: centrally situated clean spacious room cons: nothing
Portugal Boutique Hotel,en-gb,2023-03-04,2023-03-07,couple,leisure,ie,3.20000004768372,3,2023-03-07 22:18:54,pros: Breakfast is very good and better than expected. Excellent bed and very comfortable great size and lovely soft sheets. Place is spotless clean. Staff are excellent in every way. cons: Was a bit cold so would have liked more heat in the room. Weather was not good at the time of our visit. Plus noise and vibration from metro can be bothersome.
Portugal Boutique Hotel,en-gb,2023-03-03,2023-03-05,couple,leisure,gb,4,2,2023-03-07 22:17:58,"pros: Everything! Staff was super friendly and helpful and they had prepared incredible unexpected surprises for us as we travelled for our anniversary... We couldn't thank them enough

Breakfast was really nice and served so quickly!!

Location couldn't be better. Super central and a short walk to all key locations of Lisbon and also very close to all forms of public transport. cons: "
Portugal Boutique Hotel,en-gb,2023-03-03,2023-03-06,couple,leisure,gb,4,3,2023-03-07 11:15:53,"pros: fantastic location 
Great room cons: nothing"
Portugal Boutique Hotel,en-gb,2023-02-01,2023-02-03,couple,leisure,gb,3.59999990463257,2,2023-03-06 18:00:16,pros: This hotel is excellently situated very close to Martim moniz and Rossio metro stations not to mention Tram 28 and countless bus stops making it perfect for access anywhere in Lisbon and beyond. It is very well run breakfast was conducted a-la-carte while we were there that did mean you had to book a timeslot the previous day.Nice little touch they sent half a bottle of Port and 2 pasteis  de Nata to our room on the day of check in. We also got a free upgrade to our room which made our stay even better. Smiley doorman and lovely staff all round cons: Did not do my research properly and did discover on the day that this hotel is in fact on top of the underground. It did not bother us to be honest and it kind of became 'white noise' so not necessarily a negative from my point of view. But if you are a light/ jumpy sleeper needing perfect quiet you may have to reconsider if this is the right hotel for you. All in all an amazing stay.
Portugal Boutique Hotel,en-us,2023-03-01,2023-03-05,review_category_group_of_friends,leisure,ca,4,4,2023-03-05 22:56:25,pros: Breakfast could have been a little warmer but selections all good and staff was all exceptionally friendly and helpful cons: 
Portugal Boutique Hotel,en-gb,2023-03-01,2023-03-05,review_category_group_of_friends,leisure,ca,4,4,2023-03-05 22:28:19,pros: Breakfast was wondrful and location ws excellent.  The staff were wonderfully attentive and very helpfull. No requst was too large. cons: Nil
Portugal Boutique Hotel,en-us,2023-02-26,2023-03-01,couple,leisure,us,4,3,2023-03-05 15:40:09,pros: Very helpful front desk staff. Large room and bathroom with comfortable bed. Excellent breakfast. cons: The shower/tub was difficult to get into because of the high tub side.
Portugal Boutique Hotel,en-gb,2023-03-02,2023-03-04,couple,business,il,3.59999990463257,2,2023-03-04 22:57:06,"pros: The room was amazing and well designed! Big and comfortable.
Lovely staff and excellent service.
The location of the hotel is excellent and central. cons: The breakfast is a bit poor compared to the standard of the hotel"
Portugal Boutique Hotel,en-us,2023-02-25,2023-02-28,family_with_children,business,us,3.20000004768372,3,2023-03-04 14:04:34,pros: Staff friendly and courteous. Location close to everything. Clean. 2 minute walk to the famous 28 line (but beware the line is long!) Breakfast amazing! cons: Wifi could have been a little better. It went down for 1/2 day or so...but wasn't really the property's fault.
Portugal Boutique Hotel,en-gb,2023-03-01,2023-03-03,couple,leisure,ie,4,2,2023-03-03 19:31:30,pros: Really friendly and helpful Reception Staff and perfect location in the City Centre cons: 
Portugal Boutique Hotel,en-gb,2023-02-27,2023-03-02,couple,leisure,gb,4,3,2023-03-03 09:11:16,"pros: Absolutely wonderful stay.
Staff are perfect in making you feel comfortable welcome.
Fabulous central location.
Nice welcome gifts on day of arrival with glass of port and 2 little pasties de nata. cons: The only very picky negative which sounds ridiculous was there was too much breakfast. All brought to our table at the same timethere simply wasn't enough room. 
But that being said the food was delicious"
Portugal Boutique Hotel,en-us,2023-02-21,2023-02-28,couple,leisure,ca,3.20000004768372,7,2023-03-02 01:42:11,"pros: location was perfect in centre of city cons: tram going by vibrated room
shower hook in weird location and for 7’ people"
Portugal Boutique Hotel,en-gb,2023-02-22,2023-02-25,couple,leisure,ie,4,3,2023-03-01 13:39:24,pros: close to the main routes and quiet apart from the underground railway cons: 
Portugal Boutique Hotel,en-gb,2023-02-22,2023-02-25,couple,leisure,gb,4,3,2023-03-01 12:53:50,pros: Fab staff at the hotel fantastic location right by the metro excellent choice at breakfast 😀 cons: Would have liked tea or coffee in the room but wasn't a problem
Portugal Boutique Hotel,en-us,2023-01-31,2023-02-01,couple,leisure,il,4,1,2023-02-27 20:19:58,pros: The breakfast is very good and the atmosphere is delightful. The hotel is conveniently located in the center within walking distance of all attractions. The staff were incredibly friendly and helpful. cons: 
Portugal Boutique Hotel,en-gb,2023-02-24,2023-02-26,couple,leisure,ie,4,2,2023-02-27 20:01:23,"pros: From the second we walked into the foyer the staff were so accommodating they literally bent over backwards for us. Their attention to detail is impeccable.
The room fat exceeded our expectations OMG!! It was absolutely out of this world. The decor was just stunning the sheer size of the room was amazing and the bathroom..... mind blown.... stunning. We cannot wait to return here. 
We've been to so many High end hotels around the world and this one just topped them all.

Thank you to all of the staff cons: "
Portugal Boutique Hotel,en-gb,2023-02-25,2023-02-26,couple,leisure,it,4,1,2023-02-27 12:03:49,pros: The hotel is located in the Lisboa downtown in a pedestrian area so it is very quite. From there you can easily reach every spot by foot. The room is very comfy and big everything was perfect in the right way. The bathroom is very big and some glass doors allow you to share the toilet in privacy. The breakfast was very good with a  big choice of different food and drinks. The staff was super they also offered us very special sweets and drinks of Lisboa as a room service. Btw even I was born in Italy I tasted one of the best espresso ever tried abroad by a room coffee machine. The mirrored TV screen is something very impressive. The quality of everything is very high and nothing is left to chance.  Many thanks to the italian speaking hostess which was very kind and helpful. cons: 
Portugal Boutique Hotel,en-gb,2023-02-24,2023-02-26,couple,leisure,fr,3.59999990463257,2,2023-02-27 08:15:32,"pros: The staff is perfect very welcoming and helpful. 
The location is central which is perfect to visit the city. 
The room was very clean comfortable and beautiful cons: "
Portugal Boutique Hotel,en-us,2023-02-20,2023-02-23,couple,business,us,3.20000004768372,3,2023-02-25 18:12:16,pros: Nice hotel in a fantastic location on a quiet pedestrian-only street. We walked everywhere from the hotel and also very easily got Ubers when needed. The hotel and restaurant staff were very friendly and accommodating. Very comfortable bed. The included breakfast was good and as expected. cons: The only “complaints” to share are that the rooms are heavily sprayed with perfume which I didn’t love breathing in. Also we could only control the hot temperature in the room not the cool AC and we were hot at night. This may have been due to the time of year that the AC was deactivated? Overall really enjoyable stay.
Portugal Boutique Hotel,en-us,2023-02-18,2023-02-21,review_category_group_of_friends,leisure,us,4,3,2023-02-22 07:09:56,pros: the staff is excellent and professional. breakfast is very yummy.. they served pastel de nata a portugal dessert treat. the location is perfect you dont need to climb. i love it. cons: n/a
Portugal Boutique Hotel,en-gb,2023-02-16,2023-02-19,couple,leisure,ie,4,3,2023-02-20 20:25:56,pros: Probably one of the best hotels we've stayed in abroad if not the best and that's mainly due to the staff working there  the most courteous and friendly we've ever met  they couldn't do enough for us . As for the hotel it's a lovely modern hotel in the heart of Lisbon surrounded by some nice little bars and restaurants and a very short walk from the terminal for tram 28  i would highly recommend this hotel to anyone who is travelling to Lisbon . cons: 
Portugal Boutique Hotel,en-us,2023-02-11,2023-02-16,couple,leisure,ie,3.59999990463257,5,2023-02-20 00:49:56,pros: Lovely boutique hotel located in the heart of Lisbon. Literally walk out the door at everything within easy reach! The staff are so welcoming and go that extra mile to make their guests feel at home. cons: 
Portugal Boutique Hotel,en-gb,2023-02-15,2023-02-18,couple,leisure,gb,4,3,2023-02-19 13:10:18,"pros: Fantastic hotel and staff  
My wife and I stayed at the Portugal Boutique Hotel for three nights as a 60th birthday present for my wife.
We stayed in a large beautiful room which was spotlessly clean.
On arrival we were left little custard tarts and a small bottle of port in our room. 
On our second night when we arrived back at our room we had a fantastic surprise when the hotel management had left us a bottle of sparkling wine in an ice bucket and chocolates with a beautiful hand written note wishing my wife a happy birthday. 
I cannot rate the staff highly enough so helpful and courteous from receptionist too the breakfast room staff.
They had a nice selection of food which was served to you at your table even sparkling wine. The staff always had a smile for us in the morning. 
Once again thank you Portugal boutique hotel for a beautiful and relaxing stay We look forward to returning and would recommend this hotel  to anyone. 
 
 
  cons: Nothing it was perfect"
Portugal Boutique Hotel,en-gb,2023-02-11,2023-02-14,couple,leisure,gb,4,3,2023-02-18 14:27:46,pros: how friendly the staff are cons: nothing
Portugal Boutique Hotel,en-gb,2023-02-10,2023-02-16,couple,leisure,gb,4,6,2023-02-17 21:24:00,pros: Clean hotel amazingly friendly staff. Great location. cons: 
Portugal Boutique Hotel,en-gb,2023-02-14,2023-02-16,family_with_children,leisure,ie,3.59999990463257,2,2023-02-16 22:16:20,pros: Location was fantastic and enjoyed the little touches that was provided such as pastel de natas on arrival cons: 
Portugal Boutique Hotel,en-gb,2023-02-13,2023-02-15,couple,leisure,gb,4,2,2023-02-15 22:45:39,pros: Good location helpful staff very comfortable bed and lots of nice little touches. Wouldn't hesitate to stay there again. cons: Nothing
Portugal Boutique Hotel,en-us,2023-02-10,2023-02-14,review_category_group_of_friends,leisure,us,4,4,2023-02-14 23:31:29,"pros: It is at the center of Lisbon which makes everything so accessible. Place is clean from the lobby to our room.
Breakfast is great. They also helped us book our tours. But what makes our stay better and special are the staff. They are all so friendly welcoming and always greets you with a smile. 😊 Special thanks to Natacha Jose and Fabio who are always very helpful and attentive to our needs. cons: "
Portugal Boutique Hotel,en-gb,2023-02-10,2023-02-14,review_category_group_of_friends,leisure,pl,4,4,2023-02-14 22:11:10,"pros: The room was very comfortable and much bigger than we expected. Quite universal design very comfortable beds. Also the service was really nice. Good breakfast. We really enjoyed our stay! 
As we like to walk - this location was perfect! cons: Maybe the view from the window could be better (the building on the other side of the street requires renovation) - but really that is a minor thing and does not depend on a hotel management :) The neighborhood is nice and safe."
Portugal Boutique Hotel,en-gb,2023-02-10,2023-02-12,couple,leisure,ro,4,2,2023-02-13 08:58:35,pros: the hotel is well located the staff very friendly and professional. We felt special at Portugal Boutique hotel. The breakfast is great and all the welcome goodies provided by the hotel were beyond our expectations. Clean hotel with spacious rooms cons: nothing to mention all was great
Portugal Boutique Hotel,en-gb,2023-02-06,2023-02-12,couple,leisure,il,3.59999990463257,6,2023-02-13 02:54:14,"pros: The hotel is located in very central place near Rosso place very pleasant stuff cons: The breakfast is little bit ""borring"""
Portugal Boutique Hotel,en-us,2023-01-13,2023-01-15,couple,leisure,il,4,2,2023-02-12 06:48:28,pros: Extremely helpful and friendly staff.The breakfast is the best we have had.   The room was spacious and elegant . cons: 
Portugal Boutique Hotel,en-gb,2023-02-06,2023-02-10,review_category_group_of_friends,leisure,pt,4,4,2023-02-11 10:40:54,pros: The hotel was in the right location for a city break.  In the heart of everything we wanted.  The staff from the cleaners to the doorman receptionists and the breakfast servers were so very nice and friendly. cons: Nothing.
Portugal Boutique Hotel,en-gb,2023-02-01,2023-02-02,couple,leisure,il,4,1,2023-02-09 22:12:59,pros: everything was excellent they upgraded our room so that was a wonderful surprise. The room was very spacious nicely decorated clean and comfortable. the breakfast was wonderful as well. we would definitely come back. cons: nothing we’re only sorry we stayed for only one night
Portugal Boutique Hotel,en-gb,2023-02-02,2023-02-05,review_category_group_of_friends,leisure,gb,4,3,2023-02-05 23:56:20,pros: central location clean rooms very nice staff cons: -
Portugal Boutique Hotel,en-gb,2023-01-29,2023-02-03,couple,leisure,gb,3.59999990463257,5,2023-02-05 14:27:22,"pros: Modern hotel with very comfortable and spacious room.
Perfect location for exploring Lisbon and only a 25 minute taxi ride from the airport.
Without exception the staff were very helpful polite and friendly.
Very good breakfast. cons: We did experience some noise from the Metro but as we were out and about most of the time it wasn't too much of a problem. Not very much noise at night."
Portugal Boutique Hotel,en-gb,2023-01-29,2023-02-01,couple,leisure,hr,4,3,2023-02-02 09:47:26,"pros: Our stay was amazing stuff was super nice from reception to waiters.
We came for my boyfriend bday on the day of his bday they prepare a cake and candles and also sing happy bday on breakfast reception left him sweet note and champaigne after we came back from dinner. That cake was also vegan so I could it it too. 
They prepare vegan stuff for me aswell in the morning so I have options for breakfast aswell.
We got great quite room and also upgrade.
This hotel is really amazing well organized and people know they’re job. 
I think people who work there should be proud on themselfs as they do great job.
we will be back for sure. 😀 cons: everything was amazing"
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-22,couple,leisure,fr,3.59999990463257,2,2023-02-01 01:47:17,pros: customer service cons: nothing
Portugal Boutique Hotel,en-gb,2023-01-23,2023-01-26,couple,leisure,gb,4,3,2023-01-30 13:12:37,pros: Staff were really friendly and helpful when asking for information on attractions in the city. Rooms were immaculately clean and so comfortable. We even had our room upgraded for free. The hotel is in a great location to visit the sites of Lisbon and is excellent for transport links. cons: I didn't have any issues with my stay. Was a perfect city break.
Portugal Boutique Hotel,en-gb,2023-01-24,2023-01-27,family_with_children,leisure,lv,4,3,2023-01-28 20:12:28,pros: Everything was a total blast! Staff location room breakfast. cons: A mini mini - noisy vent from the building across the street but the windows are almost sound proof for the most people wouldn't be a problem (like for me).
Portugal Boutique Hotel,en-us,2023-01-23,2023-01-27,couple,business,it,4,4,2023-01-27 22:53:10,pros: Breakfast location cons: 
Portugal Boutique Hotel,en-gb,2023-01-21,2023-01-27,review_category_group_of_friends,leisure,bg,3.59999990463257,6,2023-01-27 22:45:54,pros: the staff and the location cons: small room
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-23,couple,leisure,gb,4,3,2023-01-27 14:18:37,pros: Staff were very helpful and room was lovely. Great location cons: 
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-22,couple,leisure,gb,3.59999990463257,2,2023-01-26 14:45:36,"pros: lots of nice little touches like port and pastries brought to the room. Fabulous breakfast and friendly staff. The room was super clean and comfy. No TV in the room which suited us well. Really good location just steps from the metro and tram. cons: Some of the rooms aren’t great in terms of location. some are over the metro and shake but ours wasn’t though it was opposite the aircon system for the restaurant or something so was too noisy to have the windows open. 

The staff also bump up the price of the travel card. you can pick them up much cheaper at any station."
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-23,family_with_children,leisure,gb,4,3,2023-01-24 14:02:14,pros: Excellent  location really pleasant and clean rooms great breakfast  but the thing that made this such a great place to stay were the staff. All of the staff were incredibly friendly helpful and generous with their time and advice. cons: 
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-23,review_category_group_of_friends,leisure,ie,4,3,2023-01-24 01:51:34,"pros: We liked everything about our stay. Friendly staff and nothing was an issue and so friendly. Room upgrade was supplied and bars brought our room.
Location was great.. cons: "
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-23,couple,leisure,gb,4,3,2023-01-23 22:58:09,pros: modern clean spacious room cons: nothing
Portugal Boutique Hotel,en-gb,2022-12-22,2022-12-27,couple,leisure,ie,4,5,2023-01-23 11:24:13,pros: Nothing not to like cons: 
Portugal Boutique Hotel,en-gb,2023-01-20,2023-01-22,couple,leisure,fr,3.59999990463257,2,2023-01-22 22:28:29,pros: excellent location well decorated comfortable rooms and excellent service cons: 
Portugal Boutique Hotel,en-us,2023-01-16,2023-01-18,review_category_group_of_friends,leisure,us,4,2,2023-01-19 10:10:21,pros: A basket of fresh baked goodies and fruit were delicious. Especially liked that it wasn’t a buffet that we were able to order off the menu. cons: 
Portugal Boutique Hotel,en-gb,2023-01-13,2023-01-16,couple,leisure,ro,4,3,2023-01-17 16:40:03,pros: Everything! Very friendly staff enjoying their job and doing it with pleasure. Great rich breakfast with pastry de nata 😁. Room was so portuguese😁 the decor the colours we had a better understanding of the design with every visit in the city. cons: 
Portugal Boutique Hotel,en-us,2023-01-15,2023-01-16,couple,leisure,ch,3.59999990463257,1,2023-01-17 08:58:21,pros: The staff was so friendly and helpful.  The room was super comfortable.  Excellent location.  Absolutely outstanding breakfast and the way they served it was so peaceful and civilized (no nasty feeding frenzy which is often seen at breakfast buffets).  Really nice bed linens too! cons: 
Portugal Boutique Hotel,en-gb,2023-01-06,2023-01-12,couple,leisure,ch,4,6,2023-01-13 09:13:02,pros: The hotel is very clean and the location is very good. The personal was extremely nice and gentle helped us with everything with a smile. highly recommended. cons: 
Portugal Boutique Hotel,en-us,2023-01-08,2023-01-09,couple,leisure,ca,4,1,2023-01-12 16:05:56,pros: modern facilities and central location cons: nothing
Portugal Boutique Hotel,en-gb,2023-01-05,2023-01-11,couple,leisure,gb,4,6,2023-01-11 22:16:30,"pros: As all the reviews  state the staff at this  hotel  are so friendly  and professional   
The location  is  perfect cons: The breakfast  was a little  unusual    bread basket  ham and cheese platter fruit  platter and orange  juice all on table   before  placing  order and then hot food to order all on a tiny table  and tiny plates  
Need a better egg chef also"
Portugal Boutique Hotel,en-gb,2023-01-07,2023-01-10,review_category_group_of_friends,leisure,it,3.20000004768372,3,2023-01-11 21:44:21,"pros: Location is perfect. Room was big. Bedsheet very soft and towels as well. They also offered a little bottle of porto wine and cherry liquor. Bathroom very spacious. All clean very well. cons: The underground is under the hotel so in the room there was a little noisy. Also the pavement of the room was wobbly.
Also it was not convenient to have to book a time for breakfast every morning usually it should be possible to go at anytime."
Portugal Boutique Hotel,en-gb,2023-01-02,2023-01-07,couple,leisure,au,3.20000004768372,5,2023-01-11 05:19:47,pros: the hotel was excellent rooms and bathrooms and well designed! staff are excellent. little welcome and goodbye gifts left for you staff cannot do enough to help you cons: the bed was quite hard the pillows too high overall didn’t have a good sleep once while there… a shame as everything else was fantastic
Portugal Boutique Hotel,en-gb,2023-01-07,2023-01-10,solo_traveller,leisure,ie,4,3,2023-01-10 18:57:08,pros: Amazing location. Every member of staff was so friendly and helpful. The room and bathroom were very comfortable and absolutely spotless.  Breakfast was simple but delicious especially the fresh orange juice and cakes. The first night of my stay I was unexpectedly given a welcome lovely plate of pasteis and a small bottle of port which I thought was so nice and really appreciated! cons: The street facing rooms are quite loud which I didn't mind but should be noted if you're sensitive to noise.
Portugal Boutique Hotel,en-us,2022-12-30,2023-01-03,couple,leisure,ae,4,4,2023-01-08 23:13:28,pros: everything! the rooms are super nice and clean and also quite spacious cons: nothing
Portugal Boutique Hotel,en-gb,2022-12-18,2022-12-20,review_category_group_of_friends,business,tr,4,2,2023-01-05 15:39:57,pros: amazing location great hospitality design of the room breakfast👍👍👍 cons: 
Portugal Boutique Hotel,en-gb,2022-12-31,2023-01-03,couple,leisure,au,4,3,2023-01-04 10:43:52,pros: The location is the best in a quiet alley (no need to climb uphill to go downhill) but convenient to every well by walk/tram. And staff is super helpful especially the lady in the night shift who is very knowledgeable. Those added details are very caring with welcome little treats. Bedding are very comfy with plenty of pillows. Can easily ask for water kettle or pot of hot water as they don’t supply the kettle in the room. cons: The bath robe is a bit smaller in size and breakfast got various bread we can’t finish (but maybe others who love bread would like it a lot)
